Simulacion,Spot_Futuro
5866,3718.688950055913
5867,3671.7013776543304
5868,3652.5667823984263
5869,3691.7927993615117
5870,3686.7731008815135
5871,3689.90237015326
5872,3705.992196837277
5873,3707.2022128548383
5874,3702.5300570416507
5875,3709.759783477194
5876,3682.5773447968695
5877,3661.430430704816
5878,3710.1712334764366
5879,3699.456443526152
5880,3716.1937196007843
5881,3669.1079896234232
5882,3689.9351317944165
5883,3716.9597654123563
5884,3734.6514634724217
5885,3716.980358317456
5886,3666.9077868906784
5887,3693.6840798404473
5888,3686.9012099762995
5889,3718.563160645226
5890,3698.9596947393857
5891,3686.797189677917
5892,3717.76763015115
5893,3687.73679801435
5894,3663.698869790868
5895,3690.898706516624
5896,3712.9742643591458
5897,3708.4775261095506
5898,3627.41033503824
5899,3716.4888159513334
5900,3673.7703466896187
5901,3675.9867430670706
5902,3715.849567435789
5903,3641.276149276819
5904,3619.8146966676554
5905,3674.0526614213527
5906,3736.9987658457944
5907,3709.2610804226097
5908,3715.07725578332
5909,3697.3241102209704
5910,3684.2236228030256
5911,3691.299800709451
5912,3643.2264217437305
5913,3693.9774365721105
5914,3694.6168399808616
5915,3700.1632519015748
5916,3696.7920952605423
5917,3709.673397077572
5918,3681.5112510127597
5919,3660.049726547867
5920,3686.721035655359
5921,3734.7054021585263
5922,3646.5151053018253
5923,3716.21311623537
5924,3681.977324699009
5925,3730.264019133618
5926,3664.7185553925406
5927,3698.582386159243
5928,3710.6335277372123
5929,3704.2554766740827
5930,3725.961199109602
5931,3732.206184708399
5932,3752.1498498141696
5933,3731.998558704994
5934,3662.523542177499
5935,3690.11595291142
5936,3744.6412544501
5937,3687.729404491005
5938,3693.926658824231
5939,3673.079379480479
5940,3717.0672353116506
5941,3638.1447253433457
5942,3700.965072168631
5943,3691.6660614019524
5944,3726.0510912599466
5945,3653.312473704697
5946,3675.9934375198586
5947,3706.6881554447464
5948,3706.0934109097
5949,3726.5198182420468
5950,3707.7620232654745
5951,3713.3697987777036
5952,3703.516706479575
5953,3703.390419678148
5954,3669.865474858546
5955,3674.539311451736
5956,3689.554819466428
5957,3678.1088806275443
5958,3695.2088611007107
5959,3736.2843068954294
5960,3652.274394163489
5961,3680.0801549886037
5962,3682.557615685834
5963,3669.940842202818
5964,3724.691321595858
5965,3692.658040156184
5966,3683.425799997045
5967,3680.038658503215
5968,3680.3369936003937
5969,3669.26104681426
5970,3696.3535804708936
5971,3704.2195442859156
5972,3688.851888818471
5973,3714.0306023902135
5974,3718.4298435334654
5975,3654.6827482562517
5976,3670.774028804795
5977,3693.5540254339385
5978,3739.527263913115
5979,3728.913684519459
5980,3682.778947747429
5981,3669.843424174833
5982,3696.7236627512593
5983,3646.9250967341277
5984,3719.503888617066
5985,3679.5729334829016
5986,3715.7932138016645
5987,3699.2611967077282
5988,3685.9620874712577
5989,3667.6689172273054
5990,3733.812236113163
5991,3709.492629763765
5992,3690.8642397108583
5993,3716.4109288688696
5994,3722.055979633193
5995,3670.9161584258213
5996,3692.440841145546
5997,3696.17134382971
5998,3683.052500409179
5999,3670.104448161334
6000,3660.8642391467347
6001,3684.925188104854
6002,3718.725975955839
6003,3670.8049442397123
6004,3650.646700525912
6005,3696.0420690198753
6006,3677.9277730118715
6007,3637.942438964627
6008,3725.6044003518646
6009,3673.6571792572668
6010,3658.97533999284
6011,3727.902659529678
6012,3672.2275088034025
6013,3699.036570570538
6014,3648.541455673452
6015,3661.674798318942
6016,3666.653423518518
6017,3675.4825982178127
6018,3712.984932717112
6019,3694.415978724934
6020,3706.042974831978
6021,3703.335332083779
6022,3701.089928792128
6023,3688.636005583499
6024,3712.5420039053274
6025,3657.869373157689
6026,3682.5541105880134
6027,3677.112553416434
6028,3703.7928541471438
6029,3737.613997486657
6030,3696.562456784126
6031,3671.2599932932512
6032,3676.2256329737884
6033,3725.5954077712104
6034,3711.019721263269
6035,3693.9004743105015
6036,3722.1725830047285
6037,3674.372595534906
6038,3686.0844238235745
6039,3694.396606763235
6040,3677.3135329700167
6041,3688.2240610692347
6042,3687.18636337659
6043,3646.778204605042
6044,3624.101710789414
6045,3688.89936447292
6046,3695.6769540304913
6047,3687.3190652747276
6048,3692.916019812921
6049,3698.6504312079437
6050,3686.3329700068125
6051,3679.4548984593544
6052,3657.353380295685
6053,3722.2661976691843
6054,3671.774148582559
6055,3713.301353344561
6056,3663.979182489841
6057,3710.6277680824805
6058,3681.0582176888947
6059,3694.65050835128
6060,3690.1097261618384
6061,3675.989024270693
6062,3677.378280497268
6063,3689.175731631195
6064,3693.1722170370585
6065,3691.1780053697194
6066,3651.427707026595
6067,3731.866456052689
6068,3662.1104161213975
6069,3732.2846557065304
6070,3687.41518606675
6071,3670.261920512659
6072,3682.3294364571093
6073,3710.185855572409
6074,3711.794587222617
6075,3716.50463639121
6076,3678.195948379001
6077,3724.971471034442
6078,3688.228558760686
6079,3675.4521227488885
6080,3674.1875476039445
6081,3653.316228353893
6082,3685.908226644444
6083,3704.96332760376
6084,3730.7660794225967
6085,3709.3607686564205
6086,3716.4526835795186
6087,3710.163938764071
6088,3620.543948829291
6089,3674.028361419211
6090,3616.7680498491786
6091,3685.0648730653143
6092,3680.914204483843
6093,3705.5683959456164
6094,3723.035588364038
6095,3742.990417291486
6096,3676.3198489111005
6097,3701.025169510771
6098,3687.022127124319
6099,3738.984399636532
6100,3701.9645279608662
6101,3684.795726498946
6102,3707.9742021935976
6103,3710.710500322721
6104,3695.8973413712324
6105,3696.6213998800304
6106,3698.2586859894245
6107,3670.7512115383815
6108,3709.811458009267
6109,3674.4940858199857
6110,3703.3567354698826
6111,3668.0592074693363
6112,3730.998635094078
6113,3678.9037868893615
6114,3694.578965604808
6115,3694.6574426117913
6116,3717.283845519282
6117,3662.992498487669
6118,3706.9055743109884
6119,3743.152092457224
6120,3713.49644197638
6121,3648.6737430359226
6122,3722.2299260013388
6123,3679.829361130946
6124,3702.2615243750197
6125,3656.4091608305257
6126,3737.6880929129366
6127,3702.3518062546764
6128,3652.625172935392
6129,3689.740570200647
6130,3677.009669978744
6131,3685.856268193252
6132,3704.430733753391
6133,3672.2871423243555
6134,3698.3132107949154
6135,3699.713045660406
6136,3721.6192366302057
6137,3723.6645175299363
6138,3673.1913010480685
6139,3687.6895975323264
6140,3674.7808526854315
6141,3743.64015412057
6142,3711.6851713252217
6143,3685.9894484126053
6144,3756.981004913787
6145,3685.1156745805374
6146,3723.59563787679
6147,3660.8578979501276
6148,3665.5767938508743
6149,3684.8227450989593
6150,3673.0655490680883
6151,3720.1150518839586
6152,3726.9233968491667
6153,3654.3890420851044
6154,3686.173224232073
6155,3700.3209504907973
6156,3672.64485698946
6157,3709.8514301018095
6158,3693.6510042464897
6159,3667.997851764202
6160,3753.6532663664643
6161,3701.555526961783
6162,3628.6044470105744
6163,3678.5141447089964
6164,3723.786832906328
6165,3673.491416942655
6166,3687.76655647801
6167,3669.5346821106514
6168,3654.9908810854567
6169,3657.4827466202555
6170,3697.2767517133134
6171,3692.449128616156
6172,3678.0470795155893
6173,3673.661715317415
6174,3702.28883864374
6175,3720.4678722292583
6176,3701.1681039923246
6177,3700.170911729801
6178,3700.175776895992
6179,3684.508000125709
6180,3702.7662247321523
6181,3650.1845166736994
6182,3649.6760120958606
6183,3686.202139982969
6184,3681.078333909536
6185,3689.1360228365265
6186,3688.4367101698303
6187,3701.9534422547936
6188,3694.155559548274
6189,3661.8456712633492
6190,3670.9000908829603
6191,3721.605408428923
6192,3670.1735227873482
6193,3739.421717110286
6194,3652.362791010397
6195,3703.9154213309353
6196,3700.87645350657
6197,3640.8333683108867
6198,3675.9981646478736
6199,3653.053950053879
6200,3717.4240946511186
6201,3687.948198570951
6202,3723.517944359268
6203,3751.9725533020764
6204,3730.7071553911546
6205,3657.52307908099
6206,3696.1221055178676
6207,3647.0254087222133
6208,3691.020582343425
6209,3648.0540215896535
6210,3674.721264972374
6211,3691.6294105756438
6212,3688.0835231208
6213,3678.862072787669
6214,3724.056508022116
6215,3690.9999199648496
6216,3713.004613770884
6217,3658.4382124669605
6218,3726.4228999515435
6219,3687.827770077405
6220,3692.330399827708
6221,3667.595671988185
6222,3733.5929547586347
6223,3725.1425232294378
6224,3599.8526661984793
6225,3693.8150314468676
6226,3687.882055659025
6227,3721.0849350255235
6228,3678.397402680225
6229,3735.1959034867127
6230,3724.2397926185927
6231,3664.030689696703
6232,3702.164253643105
6233,3741.910514794092
6234,3656.3006595257234
6235,3701.2840254302328
6236,3684.2618638447266
6237,3674.805718113676
6238,3678.4380255166757
6239,3679.8794596531775
6240,3732.924131325603
6241,3743.3609950601267
6242,3698.8701507176665
6243,3714.9818846850226
6244,3713.264341234622
6245,3679.1574568734823
6246,3694.4019559239996
6247,3713.3783332364183
6248,3700.065429381721
6249,3681.466171089328
6250,3643.026738303809
6251,3672.833951759704
6252,3669.8536678767687
6253,3670.725263001412
6254,3695.945687535144
6255,3689.5354212758084
6256,3720.1536768039114
6257,3721.1921651950183
6258,3612.904639057479
6259,3764.5694002667287
6260,3719.952303496694
6261,3712.264964898034
6262,3656.451139998466
6263,3683.61763941675
6264,3646.3512470055293
6265,3679.4297330549225
6266,3701.043947121339
6267,3666.6856471056512
6268,3628.4096097089628
6269,3625.4250054681056
6270,3665.9913471551745
6271,3686.8450863347603
6272,3671.4018498703426
6273,3697.4184269609495
6274,3696.2756271631924
6275,3681.2662592305837
6276,3682.5124650970047
6277,3681.762758601858
6278,3719.709673493585
6279,3665.429954501079
6280,3675.4816175673704
6281,3712.8690643661157
6282,3695.2218478079826
6283,3671.4553986457217
6284,3699.668404383837
6285,3620.377619563562
6286,3694.6080859838676
6287,3639.892898956514
6288,3674.416763966236
6289,3633.199179151382
6290,3735.174595130311
6291,3717.228634531819
6292,3692.9416765807646
6293,3710.979781091348
6294,3698.115736273925
6295,3678.412073480891
6296,3709.8062685801947
6297,3671.741578204539
6298,3722.2456494666717
6299,3724.524498110073
6300,3653.422081338257
6301,3788.7527069908833
6302,3732.367504743057
6303,3698.635266940352
6304,3724.0513140827597
6305,3720.453740308626
6306,3751.080126328958
6307,3690.995636036126
6308,3698.519323293952
6309,3684.8023213182637
6310,3688.5637272326135
6311,3693.9337289609393
6312,3698.255928109853
6313,3704.647480761043
6314,3647.204611220771
6315,3695.8637467502676
6316,3676.0508844527103
6317,3762.596460860137
6318,3700.043710912752
6319,3741.6790843149374
6320,3693.594004297165
6321,3659.0274517730736
6322,3712.9844975378933
6323,3678.6213808301495
6324,3653.2701628998752
6325,3698.3044911627444
6326,3706.4889116006584
6327,3683.704259588905
6328,3683.878139724049
6329,3691.8092341774804
6330,3690.6679037038875
6331,3688.9383685715993
6332,3681.5969187027454
6333,3699.9115177458075
6334,3722.80687425569
6335,3660.6504288246238
6336,3721.7964779487843
6337,3685.5253420905556
6338,3684.819709603759
6339,3639.682344238208
6340,3723.5044142301026
6341,3680.5789676996624
6342,3708.9159802351683
6343,3716.8146270678344
6344,3666.743863123651
6345,3690.514008523
6346,3709.310124475417
6347,3732.2869477364184
6348,3731.497010154559
6349,3714.102378656988
6350,3730.9104663955095
6351,3677.451012049808
6352,3667.27002483758
6353,3717.626392996389
6354,3715.282619550292
6355,3641.6987568860723
6356,3636.9854724984443
6357,3673.0787400863196
6358,3691.087888599407
6359,3654.6294391454053
6360,3668.183240117738
6361,3641.799674619579
6362,3647.642965415014
6363,3715.942298382915
6364,3672.4007211039166
6365,3715.090127862396
6366,3708.790651401066
6367,3733.8852024424814
6368,3620.9720324231366
6369,3700.9973862083216
6370,3689.357601345915
6371,3701.9782293930766
6372,3687.1208596332403
6373,3691.4556229005516
6374,3699.832020538113
6375,3667.7500672799983
6376,3698.988677094547
6377,3708.0769195086377
6378,3671.82324281224
6379,3697.835688138486
6380,3672.971864429262
6381,3696.908013458054
6382,3703.8532437160156
6383,3662.8662804987275
6384,3685.8019252074946
6385,3714.09001768883
6386,3716.078964912221
6387,3667.2362228767342
6388,3689.983962873428
6389,3696.7458466044113
6390,3745.657247735929
6391,3720.394306374544
6392,3734.2828680782027
6393,3701.182941927125
6394,3701.990224422726
6395,3711.738769104847
6396,3710.520122431006
6397,3697.1110542761116
6398,3681.2258649546766
6399,3705.5186492995
6400,3714.1212493349763
6401,3675.7544653346854
6402,3677.808941228847
6403,3651.1911841798646
6404,3705.42504744227
6405,3668.2821009455665
6406,3693.8496632801352
6407,3744.9211263769294
6408,3699.0705018405533
6409,3712.2101101691724
6410,3754.2690827916567
6411,3679.1432269162788
6412,3675.7572132439777
6413,3656.478176448061
6414,3688.2983757815514
6415,3664.17870390238
6416,3714.9257513567295
6417,3675.772184236973
6418,3654.3518799460167
6419,3646.476429633449
6420,3661.3940436973207
6421,3675.127330573278
6422,3707.0946972080446
6423,3686.3745510419435
6424,3716.3352808461473
6425,3676.030978272003
6426,3700.096469644065
6427,3665.748305836455
6428,3733.0975988421983
6429,3660.811880253072
6430,3745.2235735927047
6431,3703.1022669535596
6432,3697.319416716959
6433,3674.417325751996
6434,3728.268458832655
6435,3697.8332657186384
6436,3707.8840816708725
6437,3665.536506305359
6438,3677.541119459782
6439,3697.0497135779365
6440,3712.0423340339003
6441,3658.353242596834
6442,3670.778069765159
6443,3671.470588936735
6444,3668.1132729130754
6445,3763.797596811238
6446,3728.2178494823365
6447,3663.2090028642624
6448,3723.1714386941703
6449,3699.001741488543
6450,3680.421567184119
6451,3669.389369833031
6452,3740.046486478235
6453,3727.6687156499634
6454,3683.470913801393
6455,3673.3596693630698
6456,3706.315213857195
6457,3663.5374047229357
6458,3695.8226587990243
6459,3648.033478931373
6460,3703.506056216801
6461,3724.2622260323424
6462,3663.958251032982
6463,3673.8191373672867
6464,3684.655374092526
6465,3644.490507121728
6466,3704.116562184002
6467,3706.9105617437835
6468,3674.428099125298
6469,3689.2483244148925
6470,3725.4767381618676
6471,3650.1667687710856
6472,3698.6518889481517
6473,3660.878513646588
6474,3712.4690687333696
6475,3695.5294998990926
6476,3717.1328151302464
6477,3684.6286128471243
6478,3690.0966940248536
6479,3702.9389204689796
6480,3667.9566983759128
6481,3700.18021563834
6482,3696.4482956183306
6483,3652.1035027609664
6484,3676.765633260567
6485,3725.9296424313993
6486,3728.470538652982
6487,3697.446896987461
6488,3666.6398233980694
6489,3711.1485356334633
6490,3672.814912276132
6491,3704.5153887096744
6492,3690.7209438067857
6493,3707.3335016315414
6494,3719.274398868861
6495,3701.673197849223
6496,3689.6768224565108
6497,3697.178295512035
6498,3689.469000618313
6499,3656.2412847657542
6500,3718.881616052072
6501,3698.961180312647
6502,3683.5149927394127
6503,3659.8550858242143
6504,3713.1677184584237
6505,3681.7979602892633
6506,3738.4836864706863
6507,3661.5167666620796
6508,3753.847073340198
6509,3688.7440255814136
6510,3670.56014167422
6511,3703.201866573539
6512,3690.6361508954587
6513,3679.095186459516
6514,3672.0215681701798
6515,3659.359203186945
6516,3711.2918072201905
6517,3678.6717455012163
6518,3717.218360666475
6519,3678.666393337534
6520,3697.1619325441757
6521,3706.765899493611
6522,3657.4760550672113
6523,3719.0969720182884
6524,3678.8961986250865
6525,3670.3925552297123
6526,3720.8137273070756
6527,3701.612956907641
6528,3713.026858572227
6529,3733.0556899654084
6530,3669.9982740970104
6531,3682.3943155604584
6532,3700.8705421009195
6533,3660.6851651870716
6534,3691.1306610273646
6535,3715.921777909133
6536,3729.746171849707
6537,3655.8057938355246
6538,3614.8642482526593
6539,3710.068007548269
6540,3687.7920505023594
6541,3710.495890444697
6542,3690.391812113398
6543,3681.951509484201
6544,3702.36670142237
6545,3683.8470319863295
6546,3710.770511905599
6547,3656.0784651370914
6548,3666.5056608845307
6549,3672.983881697058
6550,3670.0763663437583
6551,3702.1066621677655
6552,3646.515006870761
6553,3645.9104420014964
6554,3724.1655879953587
6555,3723.61500952313
6556,3742.5383475617805
6557,3656.1730819209674
6558,3655.3003593066337
6559,3687.367569790166
6560,3670.1533788045326
6561,3654.385562956979
6562,3677.417709586103
6563,3674.311675643191
6564,3706.387541622718
6565,3687.2528326373945
6566,3662.7998556452017
6567,3676.4398408675142
6568,3680.3967497592344
6569,3715.018941248653
6570,3644.5582770820224
6571,3700.7350246206784
6572,3676.764870513172
6573,3673.4141071587733
6574,3628.5001425603164
6575,3633.30599883698
6576,3664.9091903939843
6577,3657.117610311785
6578,3683.21500095309
6579,3665.6601848268297
6580,3671.6662847145385
6581,3697.889406612897
6582,3689.403268636505
6583,3698.1678523615064
6584,3692.1026242225284
6585,3690.9552230121126
6586,3691.970844112276
6587,3647.3709258899476
6588,3692.853626942699
6589,3609.5808700499674
6590,3744.388773686717
6591,3716.691036642156
6592,3687.0903300138443
6593,3733.4372920122732
6594,3688.897829261938
6595,3674.1117206590156
6596,3700.536820196034
6597,3705.5521818416064
6598,3711.2370693735857
6599,3666.6077830881864
6600,3682.0801777029055
6601,3714.0074097702486
6602,3687.3986194902013
6603,3645.456965960427
6604,3676.161875417559
6605,3704.3469795637407
6606,3699.5645560727103
6607,3695.204054688408
6608,3681.770096972629
6609,3642.4873193589833
6610,3698.7284766767943
6611,3667.477182885623
6612,3694.3716780173445
6613,3710.049681842328
6614,3715.400766573326
6615,3675.248082274842
6616,3673.4473828875302
6617,3688.0117561611287
6618,3660.077046387038
6619,3711.099218701094
6620,3649.301327319422
6621,3710.749623927962
6622,3684.9689852075426
6623,3727.985581441359
6624,3690.5471109307405
6625,3689.064282327068
6626,3664.5860192554665
6627,3689.0436454190753
6628,3671.110212066166
6629,3708.476951619112
6630,3711.0939653131773
6631,3679.2992913398743
6632,3704.436815731043
6633,3638.925658536429
6634,3713.7840627276955
6635,3667.023311594435
6636,3714.75553597185
6637,3691.7243488396807
6638,3716.4501607989905
6639,3675.2738911085
6640,3667.32992040163
6641,3719.226885163643
6642,3671.3014509361096
6643,3691.7104206696176
6644,3683.1541149958143
6645,3685.8365223157634
6646,3644.399968973609
6647,3699.252450408127
6648,3716.584696442177
6649,3679.3897702261074
6650,3646.0272477827702
6651,3691.8222149774315
6652,3640.446748698377
6653,3730.710759905224
6654,3694.9910120191325
6655,3710.0555776686047
6656,3740.026902190387
6657,3701.2796473406356
6658,3700.4280960444075
6659,3687.8368834682933
6660,3730.1221927571396
6661,3684.0920692421064
6662,3678.5460701287484
6663,3670.7538927076644
6664,3684.020565301764
6665,3715.9407558351304
6666,3682.3083219936966
6667,3689.5643800904604
6668,3691.765396202126
6669,3652.4947205639114
6670,3686.73795601064
6671,3703.962898683761
6672,3633.8636788989143
6673,3736.168090374793
6674,3739.543633354104
6675,3733.363518179063
6676,3689.7111480091594
6677,3672.1045600084412
6678,3716.4968797313286
6679,3657.8014546441973
6680,3743.1823027178707
6681,3708.3087092285973
6682,3684.0721108264197
6683,3675.136365318732
6684,3706.2300820478904
6685,3676.4032005782296
6686,3713.5758973607203
6687,3716.179943809168
6688,3699.5958786469023
6689,3719.950783756534
6690,3658.3467792015877
6691,3630.7942917941987
6692,3769.992851556194
6693,3662.655599271951
6694,3703.594402297399
6695,3641.231424334303
6696,3731.729287970037
6697,3704.1451532598207
6698,3699.0035043247044
6699,3626.6015494338717
6700,3660.1095263872453
6701,3647.531165863496
6702,3675.4381675929935
6703,3700.0721245369346
6704,3670.521206793783
6705,3714.10490638131
6706,3707.8569082996614
6707,3690.294667635815
6708,3679.888141016456
6709,3645.3897559735847
6710,3714.7983407447823
6711,3661.242987663662
6712,3707.1597384578363
6713,3685.956259285208
6714,3622.200705777636
6715,3759.5851014768737
6716,3706.5171109517255
6717,3721.7510723466958
6718,3626.1773949767253
6719,3682.0431397780844
6720,3669.704511354358
6721,3761.8355168095677
6722,3725.5126177261072
6723,3718.7242920323747
6724,3706.987960127422
6725,3677.171050248934
6726,3692.1731947689436
6727,3701.136620700998
6728,3705.639813299699
6729,3666.260038682208
6730,3675.3800831534977
6731,3737.4638838445085
6732,3692.591467841941
6733,3701.171236403364
6734,3671.9826001082592
6735,3673.4199328250797
6736,3697.8131259324355
6737,3714.276493674557
6738,3650.1524710060216
6739,3676.9533682335914
6740,3675.431744357429
6741,3686.247236521419
6742,3738.048702152784
6743,3704.152159761555
6744,3673.477665526109
6745,3655.2847041361133
6746,3709.082929009956
6747,3660.2700843986017
6748,3693.424127840209
6749,3733.5279969293383
6750,3772.950108031256
6751,3713.1474733567115
6752,3694.333159681888
6753,3681.1507939794733
6754,3712.240613433086
6755,3705.0624301849793
6756,3705.147832817463
6757,3631.862674630764
6758,3692.425469144525
6759,3733.552272091579
6760,3681.2552356693122
6761,3703.016830585384
6762,3669.548536061788
6763,3663.1166533377555
6764,3647.7092871649024
6765,3701.622118255688
6766,3630.543992999725
6767,3641.4863209086366
6768,3659.280834632537
6769,3626.896750920734
6770,3686.1953126143644
6771,3708.3867209414298
6772,3691.69381962348
6773,3677.17100176051
6774,3686.681362501187
6775,3665.8455419643774
6776,3685.364265406871
6777,3689.3957692156037
6778,3691.842893445001
6779,3683.032978057271
6780,3709.220975482176
6781,3724.7433141780853
6782,3659.948041984177
6783,3709.54769270402
6784,3695.740961716535
6785,3644.869791900042
6786,3646.455699022158
6787,3712.918938354443
6788,3676.920781300542
6789,3656.556961229833
6790,3719.1743562824763
6791,3710.3535585994764
6792,3702.009820493519
6793,3744.720020370777
6794,3685.6376669877227
6795,3697.3949718734502
6796,3694.7082107472597
6797,3680.0624676436723
6798,3682.6330015143685
6799,3687.834404893686
6800,3717.1333642290833
6801,3700.1360634549
6802,3710.2151014455912
6803,3695.7390643731023
6804,3684.198292469149
6805,3703.0080696740833
6806,3671.754282033184
6807,3691.3932026044354
6808,3673.572659938453
6809,3709.108059548374
6810,3688.606372408103
6811,3722.910407081188
6812,3698.7793876544984
6813,3675.675963992094
6814,3732.637203276502
6815,3655.408113944888
6816,3699.013472052847
6817,3714.959446400079
6818,3702.5792663764178
6819,3645.140764954728
6820,3749.164922667673
6821,3724.5416800032426
6822,3675.999108077152
6823,3646.879162040122
6824,3700.2313290162697
6825,3710.276126689157
6826,3682.2321675482444
6827,3665.4933404401963
6828,3688.889450078712
6829,3698.2969077703283
6830,3739.2741319738543
6831,3673.913725990499
6832,3707.4789522516876
6833,3678.945895068503
6834,3702.156612392208
6835,3776.0655089685733
6836,3721.21892965652
6837,3659.2598292663793
6838,3713.74322378314
6839,3676.928087558522
6840,3671.191401120537
6841,3683.8850968240613
6842,3699.989147098597
6843,3708.606818259411
6844,3685.5535699266447
6845,3673.237128582428
6846,3665.978148974128
6847,3704.506158649484
6848,3637.37510826219
6849,3687.0419833968635
6850,3634.720189683801
6851,3724.8894531361548
6852,3683.9952667098546
6853,3701.088634297033
6854,3738.079364302222
6855,3698.3612856638006
6856,3679.4248575766683
6857,3633.7263801232293
6858,3664.531561944613
6859,3647.405407261111
6860,3698.766494092191
6861,3661.2628709539154
6862,3685.150868894268
6863,3704.4094420548236
6864,3662.3787505113223
6865,3702.6429526943953
6866,3702.4012240960433
6867,3711.273572687254
6868,3691.7371606923625
6869,3673.7279538638163
6870,3699.921824352498
6871,3688.2447519553116
6872,3717.306734407426
6873,3703.9553814522706
6874,3667.5865247342936
6875,3672.135076326685
6876,3700.8342439783582
6877,3670.6582859293676
6878,3661.887864486836
6879,3685.5525034378365
6880,3709.796773581391
6881,3672.450747925133
6882,3671.6480529223654
6883,3667.4726080128394
6884,3732.0297120541113
6885,3672.217615203702
6886,3637.8023578532075
6887,3708.7170826591678
6888,3671.6790489892096
6889,3644.203254738224
6890,3680.382745365018
6891,3696.7027475562595
6892,3716.9891279112944
6893,3695.754727296081
6894,3642.816479379938
6895,3674.7838089670904
6896,3644.9781299409765
6897,3698.7973631350483
6898,3690.6484364717253
6899,3701.7875951026554
6900,3670.955867591326
6901,3719.4415532600733
6902,3717.1179454237595
6903,3712.0191036158626
6904,3692.855932635281
6905,3716.1226859480844
6906,3702.693019650875
6907,3692.9647603521353
6908,3703.156282444832
6909,3660.19822066907
6910,3667.328757171525
6911,3706.585462670261
6912,3701.1563218271276
6913,3723.251544662685
6914,3708.418956261982
6915,3697.282301408567
6916,3667.224422448119
6917,3677.84072506194
6918,3695.0292753532194
6919,3663.495768745541
6920,3670.6044584323017
6921,3706.3546357253476
6922,3660.6577472499735
6923,3631.845053836055
6924,3737.7703058757047
6925,3690.930214010388
6926,3696.7539868502067
6927,3660.2854318697105
6928,3639.6066875830907
6929,3705.1637900849187
6930,3672.477369546714
6931,3639.2621788082733
6932,3693.6648861058575
6933,3692.4586078077473
6934,3670.4448872216003
6935,3690.035273606127
6936,3703.3379719543045
6937,3710.3815256627413
6938,3702.189331844379
6939,3661.477185138037
6940,3676.410161926837
6941,3665.2651286389682
6942,3690.292767452353
6943,3680.497428097725
6944,3692.9403561764107
6945,3764.3410309836354
6946,3684.724294607703
6947,3691.5399021304306
6948,3700.21440775087
6949,3705.2449261233774
6950,3677.7291038663434
6951,3657.6270552224855
6952,3680.8054073712137
6953,3688.939431522123
6954,3679.1777846718996
6955,3653.556508430452
6956,3654.6275229051653
6957,3725.3124473655243
6958,3665.637716743686
6959,3691.3242279970386
6960,3661.6121107536196
6961,3688.9332639747313
6962,3724.819648858405
6963,3736.0133825556372
6964,3684.8047229433196
6965,3640.5511313271454
6966,3723.7678311161694
6967,3679.212143417403
6968,3697.9741826623467
6969,3703.8114772576837
6970,3642.095768229918
6971,3704.9656259663234
6972,3704.536382959476
6973,3672.409094465138
6974,3661.838172357642
6975,3642.6780973647833
6976,3693.120766665522
6977,3625.451977661925
6978,3664.9196440829023
6979,3694.9048432719437
6980,3662.389625392881
6981,3673.6205349009956
6982,3706.3411583923366
6983,3648.6404696671852
6984,3666.2337956066976
6985,3651.081871393117
6986,3697.9603528801845
6987,3710.9626069104866
6988,3622.1916172833126
6989,3678.547962772703
6990,3649.6396242523683
6991,3677.3905735422068
6992,3680.1843735436355
6993,3715.679984856472
6994,3680.6029274709113
6995,3672.774890816407
6996,3660.705820736701
6997,3706.6534986735887
6998,3680.197229753899
6999,3668.284171790631
7000,3672.1530884817826
7001,3661.7276408546227
7002,3667.776577974776
7003,3702.117686955279
7004,3684.7762625132054
7005,3722.601625613926
7006,3723.9570087387556
7007,3702.707021383118
7008,3664.5399479793223
7009,3716.116528613431
7010,3690.6056252544577
7011,3716.731026130999
7012,3716.6310823962535
7013,3668.7210961615747
7014,3707.389181860591
7015,3683.163147462176
7016,3675.1136869206252
7017,3652.2284903835357
7018,3668.8817538104845
7019,3669.26234453308
7020,3691.975293097964
7021,3693.4107789033783
7022,3640.9266626961085
7023,3677.731067716719
7024,3706.078007410368
7025,3736.4764073797596
7026,3699.764258539944
7027,3687.896382554249
7028,3660.135894983322
7029,3717.008659503861
7030,3711.730975320194
7031,3689.087345615231
7032,3700.289604247868
7033,3749.0839204420226
7034,3677.449140929647
7035,3681.9198282739426
7036,3664.086709476239
7037,3707.6529281045805
7038,3654.663222051062
7039,3621.1168617264243
7040,3686.249769311039
7041,3722.5400455622157
7042,3724.8094971794153
7043,3675.6065592821196
7044,3716.72913988543
7045,3711.1381833459195
7046,3726.6079927700366
7047,3695.0030476353168
7048,3698.4885359756267
7049,3672.521502507894
7050,3682.7580430675284
7051,3712.4299939431044
7052,3695.288821714485
7053,3703.470393434547
7054,3725.43195976936
7055,3669.974124198948
7056,3711.3372222687776
7057,3694.9879598231933
7058,3641.6042260186
7059,3713.2002541900615
7060,3708.987121950219
7061,3686.858972543443
7062,3646.9230120965726
7063,3683.440895805127
7064,3676.585719440482
7065,3635.2392763580956
7066,3678.855678061181
7067,3670.8915650796425
7068,3683.5980708234692
7069,3700.41426027426
7070,3704.011877127698
7071,3667.2344153105123
7072,3651.829767379321
7073,3738.4134724259807
7074,3718.472155714098
7075,3698.1755791387322
7076,3724.240421077012
7077,3664.476983972723
7078,3717.5100641639974
