mercado,moneda,plazo,monto_acumulado,apertura,cierre,no_transacciones,promedio,precio_min,precio_max,monto_promedio,monto_min,monto_max,monto_ultimo,fecha_reporte
FORWARD,USD/COP,mayores a 6 meses,76002361.44,3870.82,3968.63,42,3933.98,3813.51,4226.05,1809580.03,7057.92,20000000.0,40307.2,26/03/2026
